1,1.979,"but remember, please, the law by which we live, we are not built to comprehend a lie ..."
2,0.598,"kipling, ""the secret of the machines"""
3,3.472,"it was religious yearning granted hope, it was the holy grail of science."
4,0.09699999999999998,"our ambitions ran high and low--for a creation myth made real, for a monstrous act of self-love."
5,0.8450000000000001,"as soon as it was feasible, we had no choice but to follow our desires and hang the consequences."
6,-0.6529999999999999,"in loftiest terms, we aimed to escape our mortality, confront or even replace the godhead with a perfect self."
7,4.171,"more practically, we intended to devise an improved, more modern version of ourselves and exult in the joy of invention, the thrill of mastery."
8,-0.2590000000000003,"in the autumn of the twentieth century, it came about at last, the first step towards the fulfilment of an ancient dream, the beginning of the long lesson we would teach ourselves that however complicated we were, however faulty and difficult to describe in even our simplest actions and modes of being, we could be imitated and bettered."
9,1.7329999999999999,"and i was there as a young man, an early and eager adopter in that chilly dawn."
10,-1.224,"but artificial humans were a cliche long before they arrived, so when they did, they seemed to some a disappointment."
11,2.092,"the imagination, fleeter than history, than technological advance, had already rehearsed this future in books, then films and tv dramas, as if human actors, walking with a certain glazed look, phony head movements, some stiffness in the lower back, could prepare us for life with our cousins from the future."
12,0.039999999999999813,"i was among the optimists, blessed by unexpected funds following my mother's death and the sale of the family home, which turned out to be on a valuable development site."
13,0.45099999999999973,"the first truly viable manufactured human with plausible intelligence and looks, believable motion and shifts of expression, went on sale the week before the falklands task force set off on its hopeless mission."
14,0.846,"adam cost ps86,000."
15,-1.113,i brought him home in a hired van to my unpleasant flat in north clapham.
16,2.2689999999999997,"i would made a reckless decision, but i was encouraged by reports that sir alan turing, war hero and presiding genius of the digital age, had taken delivery of the same model."
17,0.15000000000000002,fie probably wanted to have his lab take it apart to examine its workings fully.
18,0.016999999999999946,"twelve of this first edition were called adam, thirteen were called eve."
19,0.7779999999999999,"corny, everyone agreed, but commercial."
20,1.7040000000000002,"notions of biological race being scientifically discredited, the twenty-five were designed to cover a range of ethnicities."
21,-0.14,"there were rumours, then complaints, that the arab could not be told apart from the jew."
22,4.886999999999999,random programming as well as life experience would grant to all complete latitude in sexual preference.
23,0.04600000000000004,"by the end of the first week, all the eves sold out."
24,1.05,"at a careless glance, i might have taken my adam for a turk or a greek."
25,1.732,"he weighed 170 pounds, so i had to ask my upstairs neighbour, miranda, to help me carry him in from the street on the disposable stretcher that came with the purchase."
26,1.919,"while his batteries began to charge, i made us coffee, then scrolled through the 470-page online handbook."
27,1.527,its language was mostly clear and precise.
28,-0.393,but adam was created across different agencies and in places the instructions had the charm of a nonsense poem.
29,2.038,"unreveal upside of b347k vest to gain carefree emoticon with motherboard output to attenuate mood-swing penumbra."""
30,1.9769999999999999,"at last, with cardboard and polystyrene wrapping strewn around his ankles, he sat naked at my tiny dining table, eyes closed, a black power line trailing from the entry point in his umbilicus to a thirteen-amp socket in the wall."
31,0.815,it would take sixteen hours to fire him up.
32,0.17,then sessions of download updates and personal preferences.
33,0.657,"i wanted him now, and so did miranda."
34,2.345,"like eager young parents, we were avid for his first words."
35,-0.055,there was no loudspeaker cheaply buried in his chest.
36,0.6639999999999999,"we knew from the excited publicity that he formed sounds with breath, tongue, teeth and palate."
37,2.045,already his lifelike skin was warm to the touch and as smooth as a child's.
38,0.149,miranda claimed to see his eyelashes flicker.
39,0.397,"i was certain she was seeing vibrations from the tube trains rolling a hundred feet below us, but i said nothing."
40,0.68,adam was not a sex toy.
